Video Duration Intel/2101_001_IPOS_2021/Helper/Infosys Transition/Demo on Figma and QA environment - Infosys_GLS-20210125_110424-Meeting Recording.mp4 | 3455.74 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_146_CCG_Cr-3525_Intel_NUC_and_Intel_NUC_Elements_Co-Branded_Program/06_Delivery/English/html/assets/video/co-branding-nuc-main.mp4 | 517.23 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_146_CCG_Cr-3525_Intel_NUC_and_Intel_NUC_Elements_Co-Branded_Program/06_Delivery/English/html/assets/video/co-branding-nuc-opener.mp4 | 15.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_146_CCG_Cr-3525_Intel_NUC_and_Intel_NUC_Elements_Co-Branded_Program/06_Delivery/Spanish_(Spain)/html/assets/video/co-branding-nuc-main.mp4 | 517.23 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_146_CCG_Cr-3525_Intel_NUC_and_Intel_NUC_Elements_Co-Branded_Program/06_Delivery/Spanish_(Spain)/html/assets/video/co-branding-nuc-opener.mp4 | 15.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_147_CCG_Cr-3544_Purchasing_Intel_Unite_Software/01_Source/Camtasia Intel Unite Purchase Options 2021/Intel Unite Purchase Options 2021.cmproj/media/1628699523.119984/Intel_Unite_Anim_01_950x650.mp4 | 46.57 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_147_CCG_Cr-3544_Purchasing_Intel_Unite_Software/01_Source/How to Purchase the Intel Unite Soluton/Intel Unite Purchase Options 2021 - FINAL-20210812T221914Z-001/Intel Unite Purchase Options 2021 - FINAL/media/Intel Unite Purchase Options 2021 - FINAL.mp4 | 336.87 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_147_CCG_Cr-3544_Purchasing_Intel_Unite_Software/01_Source/Intel Unite Purchase Options 2021 - FINAL.mp4 | 336.87 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_147_CCG_Cr-3544_Purchasing_Intel_Unite_Software/04_Post-Processing/ES-ES/Intel Unite Purchase Options 2021.cmproj/media/1628699523.119984/Intel_Unite_Anim_01_950x650.mp4 | 46.57 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_147_CCG_Cr-3544_Purchasing_Intel_Unite_Software/04_Post-Processing/ES-ES/Opciones de compra de Intel Unite 2021/Opciones de compra de Intel Unite 2021.mp4 | 363.86 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_147_CCG_Cr-3544_Purchasing_Intel_Unite_Software/04_Post-Processing/ZH-CN/2021 年 Intel Unite 购买选项/2021 年 Intel Unite 购买选项.mp4 | 336.9 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_147_CCG_Cr-3544_Purchasing_Intel_Unite_Software/04_Post-Processing/ZH-CN/Intel Unite Purchase Options 2021.cmproj/media/1628699523.119984/Intel_Unite_Anim_01_950x650.mp4 | 46.57 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_147_CCG_Cr-3544_Purchasing_Intel_Unite_Software/05_QA/ForQA/Chinese_(Simplified)/html/media/Intel Unite Purchase Options 2021 - FINAL.mp4 | 336.9 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_147_CCG_Cr-3544_Purchasing_Intel_Unite_Software/05_QA/ForQA/English/html/media/Intel Unite Purchase Options 2021 - FINAL.mp4 | 336.87 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_147_CCG_Cr-3544_Purchasing_Intel_Unite_Software/05_QA/ForQA/Spanish_(Spain)/html/media/Intel Unite Purchase Options 2021 - FINAL.mp4 | 363.86 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_147_CCG_Cr-3544_Purchasing_Intel_Unite_Software/06_Delivery/Chinese_(Simplified)/html/media/Intel Unite Purchase Options 2021 - FINAL.mp4 | 336.9 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_147_CCG_Cr-3544_Purchasing_Intel_Unite_Software/06_Delivery/English/html/media/Intel Unite Purchase Options 2021 - FINAL.mp4 | 336.87 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_147_CCG_Cr-3544_Purchasing_Intel_Unite_Software/06_Delivery/Spanish_(Spain)/html/media/Intel Unite Purchase Options 2021 - FINAL.mp4 | 363.86 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_151_IOTG_Cr-3508_Reaching_the_Next_Normal_for_Manufacturing/01_Source/Video_3507_3508/Video/Covid Driven Realities 2021 07 21.mp4 | 967.39 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_151_IOTG_Cr-3508_Reaching_the_Next_Normal_for_Manufacturing/01_Source/Video_3507_3508/Video/Reaching the Next Normal 2021 07 29.mp4 | 1539.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_151_IOTG_Cr-3508_Reaching_the_Next_Normal_for_Manufacturing/04_Post-Processing/Chinese_(Simplified)/html/video.mp4 | 1539.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_151_IOTG_Cr-3508_Reaching_the_Next_Normal_for_Manufacturing/04_Post-Processing/Japanese/html/video.mp4 | 1539.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_151_IOTG_Cr-3508_Reaching_the_Next_Normal_for_Manufacturing/05_QA/ForQA/Chinese_(Simplified)/html/video.mp4 | 1539.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_151_IOTG_Cr-3508_Reaching_the_Next_Normal_for_Manufacturing/05_QA/ForQA/English/html/video.mp4 | 1539.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_151_IOTG_Cr-3508_Reaching_the_Next_Normal_for_Manufacturing/05_QA/ForQA/Japanese/html/video.mp4 | 1539.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_151_IOTG_Cr-3508_Reaching_the_Next_Normal_for_Manufacturing/06_Delivery/Chinese_(Simplified)/html/video.mp4 | 1539.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_151_IOTG_Cr-3508_Reaching_the_Next_Normal_for_Manufacturing/06_Delivery/English/html/video.mp4 | 1539.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_151_IOTG_Cr-3508_Reaching_the_Next_Normal_for_Manufacturing/06_Delivery/Japanese/html/video.mp4 | 1539.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_152_CCG_Cr-3343_Grow_Your_Future_Business_with_Intel_NUC_Components/01_Source/IPA-EMEA_NUC_6-29.mp4 | 3101.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_152_CCG_Cr-3343_Grow_Your_Future_Business_with_Intel_NUC_Components/05_QA/ForQA/Chinese_(Simplified)/html/video.mp4 | 3101.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_152_CCG_Cr-3343_Grow_Your_Future_Business_with_Intel_NUC_Components/05_QA/ForQA/English/html/video.mp4 | 3101.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_152_CCG_Cr-3343_Grow_Your_Future_Business_with_Intel_NUC_Components/06_Delivery/Chinese_(Simplified)/html/video.mp4 | 3101.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_152_CCG_Cr-3343_Grow_Your_Future_Business_with_Intel_NUC_Components/06_Delivery/English/html/video.mp4 | 3101.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/01_Source/IPC Collaboration in the Time of Covid.mp4 | 1196.31 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/04_Post-Processing/Chinese_(Simplified)/Covid_CHS.mp4 | 1196.22 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/04_Post-Processing/Chinese_(Simplified)/html/video.mp4 | 1196.24 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/04_Post-Processing/IPC Collaboration in the Time of Covid.mp4 | 1196.31 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/04_Post-Processing/Portuguese_(Brazil)/video_PT.mp4 | 1196.31 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/04_Post-Processing/Russian/video_ru.mp4 | 1196.31 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/04_Post-Processing/Spanish_(Spain)/html/video.mp4 | 1196.31 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/04_Post-Processing/Spanish_(Spain)/video_ESP.mp4 | 1196.31 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/04_Post-Processing/video.mp4 | 1196.31 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/05_QA/ForQA/Chinese_(Simplified)/html/video.mp4 | 1196.24 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/05_QA/ForQA/Spanish_(Spain)/html/video.mp4 | 1196.31 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/06_Delivery/Chinese_(Simplified)/html/video.mp4 | 1196.24 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/06_Delivery/English/html/video.mp4 | 1196.33 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/06_Delivery/Portuguese_(Brazil)/html/video.mp4 | 1196.31 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/06_Delivery/Russian/html/video.mp4 | 1196.31 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_174_CCG_Cr-2960_The_Intel_Unite_Solution_Collaboration_in_the_Time_of_COVID-19/06_Delivery/Spanish_(Spain)/html/video.mp4 | 1196.31 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_178_CCG_Cr-3081_Revenue_PT_RU/01_Source/EMEA/1_CA9DC0479177E69B29B3075F2CF7A3F9.mp4 | 2732.15 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_178_CCG_Cr-3081_Revenue_PT_RU/06_Delivery/English/html/video.mp4 | 2732.21 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_178_CCG_Cr-3081_Revenue_PT_RU/06_Delivery/English/zzzhtml/video.mp4 | 2732.21 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_178_CCG_Cr-3081_Revenue_PT_RU/06_Delivery/Portguege_(Brazil)/html/video.mp4 | 2732.21 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_179_CCG_Cr-2959_The_Intel_Unite_Solution_A_Safer_Return_to_Work_PTRU/01_Source/IPC A Safer Return to Work.mp4 | 958.84 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_179_CCG_Cr-2959_The_Intel_Unite_Solution_A_Safer_Return_to_Work_PTRU/02_Pre-Processing/IPC A Safer Return to Work.mp4 | 958.84 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_179_CCG_Cr-2959_The_Intel_Unite_Solution_A_Safer_Return_to_Work_PTRU/04_Post-Processing/Chinese_(Simplified)/CCG_Cr-2959_A_Safer_Return_to_Work_sub.mp4 | 958.85 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_179_CCG_Cr-2959_The_Intel_Unite_Solution_A_Safer_Return_to_Work_PTRU/04_Post-Processing/Spanish_(Spain)/CCG_Cr-2959_A_Safer_Return_to_Work_sub.mp4 | 958.85 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_179_CCG_Cr-2959_The_Intel_Unite_Solution_A_Safer_Return_to_Work_PTRU/06_Delivery/Chinese_(Simplified)/html_old/video.mp4 | 958.85 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_179_CCG_Cr-2959_The_Intel_Unite_Solution_A_Safer_Return_to_Work_PTRU/06_Delivery/English/html/video.mp4 | 958.85 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_179_CCG_Cr-2959_The_Intel_Unite_Solution_A_Safer_Return_to_Work_PTRU/06_Delivery/English/html_old/video.mp4 | 958.85 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_179_CCG_Cr-2959_The_Intel_Unite_Solution_A_Safer_Return_to_Work_PTRU/06_Delivery/Portuguese_(Brazil)/html/video.mp4 | 958.85 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_179_CCG_Cr-2959_The_Intel_Unite_Solution_A_Safer_Return_to_Work_PTRU/06_Delivery/Russian/html/video.mp4 | 958.85 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_179_CCG_Cr-2959_The_Intel_Unite_Solution_A_Safer_Return_to_Work_PTRU/06_Delivery/Spanish_(Spain)/html_old/video.mp4 | 958.85 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/QA_Page/EN_US/04-Why_Intel_AI_sub.mp4 | 1350.66 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/QA_Page/EN_US/CloudU_DWS_01-Introduction_to_HC.mp4 | 1921.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/QA_Page/EN_US/L2-B_01_02-Cloud_Services_Business_Impacts_sub.mp4 | 1578.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/QA_Page/EN_US/L2-B_01_03-Supporting_Biz_Reqs_w_Inte_Portfolio_sub.mp4 | 1714.13 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/QA_Page/EN_US/L2B_Mod-02_04-Build_Biz_Value_Modern_Data_Plat.mp4 | 940.97 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/QA_Page/PT_BR/04-Why_Intel_AI_sub.mp4 | 1350.66 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/QA_Page/PT_BR/CloudU_DWS_01-Introduction_to_HC_sub.mp4 | 1921.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/QA_Page/PT_BR/L2-B_01_02-Cloud_Services_Business_Impacts_sub.mp4 | 1578.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/QA_Page/PT_BR/L2-B_01_03-Supporting_Biz_Reqs_w_Inte_Portfolio_sub.mp4 | 1714.13 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/QA_Page/PT_BR/L2B_Mod-02_04-Build_Biz_Value_Modern_Data_Plat_sub.mp4 | 939.16 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Reference/PTBR_closing_video_blue.mp4 | 9.17 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Reference/_Intel_Bumped_Animation_2_v2_Purple_PTBR.mp4 | 5.99 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Reference/_Intel_Bumped_Animation_2_v2_Yellow_PTBR.mp4 | 5.99 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Reference/_Intel_Bumped_Animation_Blue_v2_PTBR.mp4 | 5.99 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/04-Why_Intel_AI.mp4 | 1350.68 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/CloudU_DWS_01-Introduction_to_HC.mp4 | 1921.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/02-Cloud Services Business Impact_animated_v2.mp4 | 1280.84 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/03-Supporting Biz Reqs with Intel Portfolio_animated_v2.mp4 | 1753.73 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/04-Building Business Value in a Modern Data Platform_animated.mp4 | 974.71 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/04-Why Intel AI_Intro.mp4 | 32.41 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/04-Why Intel AI_Outtro.mp4 | 41.24 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/Cloud.U_AI in the Cloud Module_04-Why Intel AI_v2.mp4 | 1350.68 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/CloudU_DWS_01-Introduction_to_HC.mp4 | 1921.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/CloudU_DWS_01-Introduction_to_HC_Intro.mp4 | 75.37 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/CloudU_DWS_01-Introduction_to_HC_Outro.mp4 | 25.15 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/Intel_Cloud_University_Intro_to_Hybrid_Cloud_animated.mp4 | 633.84 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/Intel_Cloud_University_Intro_to_Hybrid_Cloud_animated_Slide13_video.mp4 | 64.34 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/L2-B_01_01-Cloud Services Business Impacts_withouttitle.mp4 | 1578.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/L2-B_01_03-Supporting_Biz_Reqs_w_Inte_Portfolio_withouttitles.mp4 | 1714.13 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/L2B_Mod-02_04-Build Biz Value Modern Data Plat_clear.mp4 | 940.97 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/NEW TEMPLATE_AI_04-Cloud_Why Intel AI_animated.mp4 | 395.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/Footage/_Intel_Bumped_Animation_2_v2_Purple.mp4 | 6.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/L2-B_01_02-Cloud_Services_Business_Impacts.mp4 | 1578.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/L2-B_01_03-Supporting_Biz_Reqs_w_Inte_Portfolio.mp4 | 1714.13 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Helper/Working/L2-B_01_03-Supporting_Biz_Reqs_w_Inte_Portfolio_sub.mp4 | 1714.13 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/04-Why_Intel_AI.mp4 | 1350.66 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/04-Why_Intel_AI_sub.mp4 | 1350.66 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/CloudU_DWS_01-Introduction_to_HC.mp4 | 1921.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/CloudU_DWS_01-Introduction_to_HC_sub.mp4 | 1921.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/Footage/02-Cloud Services Business Impact_animated_v2.mp4 | 1280.54 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/Footage/03-Supporting Biz Reqs with Intel Portfolio_animated_v2.mp4 | 1753.83 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/Footage/04-Building Business Value in a Modern Data Platform_animated.mp4 | 974.71 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/Footage/04-Why Intel AI_Intro.mp4 | 32.41 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/Footage/04-Why Intel AI_Outtro.mp4 | 41.24 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/Footage/Cloud.U_AI in the Cloud Module_04-Why Intel AI_v2.mp4 | 1350.68 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/Footage/Intel_Cloud_University_Intro_to_Hybrid_Cloud_animated.mp4 | 632.42 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/Footage/NEW TEMPLATE_AI_04-Cloud_Why Intel AI_animated.mp4 | 396.09000000000003 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/Footage/PTBR_closing video_BLUE.mp4 | 9.17 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/Footage/_Intel_Bumped_Animation_2_v2_Purple_PTBR.mp4 | 5.99 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/Footage/_Intel_Bumped_Animation_2_v2_Yellow_PTBR.mp4 | 5.99 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/L2-B_01_02-Cloud_Services_Business_Impacts.mp4 | 1578.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/L2-B_01_02-Cloud_Services_Business_Impacts_sub.mp4 | 1578.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_183_Cloud_U_4_course_PT-BR/Target/Portuguese (Brazil) [PT_BR]/video/L2-B_01_03-Supporting_Biz_Reqs_w_Inte_Portfolio.mp4 | 1714.13 seconds
